bayesian	{'0': 7, '94': 1, '234': 1, '459': 1}
elements~partitioned~runs	{'164': 1}
data~elements~partitioned~runs	{'164': 1}
group~cluster	{'164': 1, '349': 1}
partitioned~group~cluster	{'164': 1}
elements~partitioned~group~cluster	{'164': 1}
clusters~analysis	{'164': 1}
group~clusters~analysis	{'164': 1}
partitioned~group~clusters~analysis	{'164': 1}
represent~find	{'164': 1}
clusters~represent~find	{'164': 1}
group~clusters~represent~find	{'164': 1}
seemed	{'164': 1}
elements~seemed	{'164': 1}
data~elements~seemed	{'164': 1}
collection~data~elements~seemed	{'164': 1}
systematically	{'164': 1}
proximate~systematically	{'164': 1}
elements~proximate~systematically	{'164': 1}
data~elements~proximate~systematically	{'164': 1}
singled	{'164': 1}
based~singled	{'164': 1}
proximate~based~singled	{'164': 1}
elements~proximate~based~singled	{'164': 1}
distance~out	{'164': 1}
based~distance~out	{'164': 1}
proximate~based~distance~out	{'164': 1}
dissimilarity~anomalous	{'164': 1}
distance~dissimilarity~anomalous	{'164': 1}
based~distance~dissimilarity~anomalous	{'164': 1}
function~third	{'164': 1}
dissimilarity~function~third	{'164': 1}
distance~dissimilarity~function~third	{'164': 1}
shooter	{'164': 1, '244': 2}
analysis~season	{'164': 1}
cluster~analysis~season	{'164': 1}
function~cluster~analysis~season	{'164': 1}
black	{'164': 1}
swan	{'164': 1}
charles	{'164': 1}
cluster~charles	{'164': 1}
analysis~eppes	{'164': 1}
cluster~analysis~eppes	{'164': 1}
amita	{'164': 1}
technique~amita	{'164': 1}
analysis~technique~amita	{'164': 1}
cluster~analysis~technique~amita	{'164': 1}
ramanujan	{'164': 1}
classification~ramanujan	{'164': 1}
technique~classification~ramanujan	{'164': 1}
analysis~technique~classification~ramanujan	{'164': 1}
adjust	{'164': 1}
data~adjust	{'164': 1}
classification~data~adjust	{'164': 1}
technique~classification~data~adjust	{'164': 1}
data~cluster	{'164': 1}
classification~data~cluster	{'164': 1}
radii	{'164': 1}
elements~radii	{'164': 1}
data~elements~radii	{'164': 1}
attempt	{'164': 1, '188': 1, '233': 1, '367': 1}
partitioned~attempt	{'164': 1}
elements~partitioned~attempt	{'164': 1}
data~elements~partitioned~attempt	{'164': 1}
cluster~series	{'164': 1}
overlapping	{'164': 1}
voronoi	{'164': 1}
movements	{'164': 1}
cluster~movements	{'164': 1}
suspect	{'164': 1}
analysis~multivariate	{'164': 1}
cluster~analysis~multivariate	{'164': 1}
findclusters~multivariate	{'165': 1}
statistic~cluster	{'165': 1}
multivariate~statistic~cluster	{'165': 1}
findclusters~multivariate~statistic~cluster	{'165': 1}
hawkes	{'166': 16, '201': 1, '202': 1, '209': 1, '257': 2}
number~processes	{'166': 2}
point~many	{'166': 1}
number~point~many	{'166': 1}
notions	{'166': 1, '211': 1}
processes~notions	{'166': 1}
point~processes~notions	{'166': 1}
number~point~processes~notions	{'166': 1}
many~different	{'166': 2}
processes~many~different	{'166': 2}
hawkes~processes~many~different	{'166': 2}
number~univariate	{'166': 1}
point~hawkes	{'166': 4}
number~point~hawkes	{'166': 4}
processes~process	{'166': 4}
point~processes~process	{'166': 2}
number~point~processes~process	{'166': 2}
self-exciting	{'166': 3, '221': 1, '231': 1, '247': 1, '248': 3, '249': 1, '252': 1, '253': 1, '257': 1}
temporal	{'166': 4, '194': 2, '221': 1, '231': 1, '247': 1, '248': 1, '249': 1, '252': 1, '253': 1, '257': 7}
intensity	{'166': 11, '194': 2, '211': 8, '212': 6, '254': 1, '257': 2, '302': 1}
number~intensity	{'166': 3}
background	{'166': 1}
number~rate	{'166': 1}
point~process	{'166': 6, '221': 1, '224': 2, '231': 1, '249': 1, '252': 1, '253': 1, '257': 2}
number~point~process	{'166': 6}
number~time	{'166': 1}
point~occurring	{'166': 1}
number~point~occurring	{'166': 1}
processes~prior	{'166': 1}
point~processes~prior	{'166': 1}
number~point~processes~prior	{'166': 1}
hawkes~time	{'166': 1}
processes~hawkes~time	{'166': 1}
point~processes~hawkes~time	{'166': 1}
governs	{'166': 1}
number~governs	{'166': 1}
clustering	{'166': 1, '551': 1}
point~clustering	{'166': 1}
number~point~clustering	{'166': 1}
processes~density	{'166': 1}
point~processes~density	{'166': 1}
number~point~processes~density	{'166': 1}
exciting	{'166': 2, '202': 1}
excitation	{'166': 2, '201': 1}
point~excitation	{'166': 1}
number~point~excitation	{'166': 1}
processes~function	{'166': 3}
point~processes~function	{'166': 1}
number~point~processes~function	{'166': 1}
merhdad	{'166': 4}
number~merhdad	{'166': 2}
zhu	{'166': 4}
point~zhu	{'166': 2}
number~point~zhu	{'166': 2}
processes~conditional	{'166': 1}
point~processes~conditional	{'166': 1}
number~point~processes~conditional	{'166': 1}
hawkes~intensity	{'166': 2}
processes~hawkes~intensity	{'166': 2}
point~processes~hawkes~intensity	{'166': 2}
hawkes~processes~function	{'166': 2}
number~summand	{'166': 1}
upon	{'166': 1, '192': 1, '448': 1}
number~upon	{'166': 1}
himself	{'166': 1}
processes~himself	{'166': 1}
point~processes~himself	{'166': 1}
number~point~processes~himself	{'166': 1}
hawkes~most	{'166': 1}
processes~hawkes~most	{'166': 1}
point~processes~hawkes~most	{'166': 1}
progress	{'166': 1}
processes~progress	{'166': 1}
hawkes~processes~progress	{'166': 1}
many~univariate	{'166': 1, '171': 1}
processes~many~univariate	{'166': 1}
hawkes~processes~many~univariate	{'166': 1}
notions~self-exciting	{'166': 1}
many~notions~self-exciting	{'166': 1}
processes~many~notions~self-exciting	{'166': 1}
similar~temporal	{'166': 1}
notions~similar~temporal	{'166': 1}
many~notions~similar~temporal	{'166': 1}
different~point	{'166': 2}
similar~different~point	{'166': 2}
notions~similar~different~point	{'166': 2}
different~processes	{'166': 2}
similar~different~processes	{'166': 2}
point~function	{'166': 1}
number~point~function	{'166': 1}
behavior	{'166': 1, '257': 1, '280': 1, '304': 1, '463': 1}
typically	{'166': 1, '172': 1, '257': 1, '319': 1, '395': 2}
number~typically	{'166': 1}
point~processes	{'166': 2, '231': 2, '253': 1}
number~point~processes	{'166': 2}
number~linear	{'166': 1}
differentiated	{'166': 1}
hawkes~differentiated	{'166': 1}
processes~hawkes~differentiated	{'166': 1}
point~processes~hawkes~differentiated	{'166': 1}
non-linear	{'166': 2}
processes~non-linear	{'166': 1}
hawkes~processes~non-linear	{'166': 1}
counterparts	{'166': 1}
many~counterparts	{'166': 1}
processes~many~counterparts	{'166': 1}
hawkes~processes~many~counterparts	{'166': 1}
notions~conditional	{'166': 1, '211': 1}
many~notions~conditional	{'166': 1}
processes~many~notions~conditional	{'166': 1}
similar~intensity	{'166': 1}
notions~similar~intensity	{'166': 1}
many~notions~similar~intensity	{'166': 1}
number~other	{'166': 2}
point~two	{'166': 1, '307': 1, '327': 1}
number~point~two	{'166': 1}
alternative	{'166': 1, '174': 1, '180': 1, '233': 2, '254': 1, '319': 3, '386': 2, '397': 2, '398': 3, '407': 2, '418': 1}
processes~alternative	{'166': 1}
point~processes~alternative	{'166': 1}
number~point~processes~alternative	{'166': 1}
brands	{'166': 1}
hawkes~brands	{'166': 1}
processes~hawkes~brands	{'166': 1}
point~processes~hawkes~brands	{'166': 1}
processes~univariate	{'166': 2}
hawkes~processes~univariate	{'166': 1}
many~hawkes	{'166': 1}
processes~many~hawkes	{'166': 1}
similar~one	{'166': 1}
notions~similar~one	{'166': 1}
many~notions~similar~one	{'166': 1}
intensity-based	{'166': 2}
different~intensity-based	{'166': 1}
similar~different~intensity-based	{'166': 1}
notions~similar~different~intensity-based	{'166': 1}
different~hawkes	{'166': 1}
similar~different~hawkes	{'166': 1}
formulation~process	{'166': 1}
different~formulation~process	{'166': 1}
univariate~other	{'166': 1}
formulation~univariate~other	{'166': 1}
different~formulation~univariate~other	{'166': 1}
cluster-based	{'166': 3}
multivariate~cluster-based	{'166': 1}
univariate~multivariate~cluster-based	{'166': 1}
formulation~univariate~multivariate~cluster-based	{'166': 1}
processes~equivalent	{'166': 2}
point~processes~equivalent	{'166': 2}
multivariate~point~processes~equivalent	{'166': 1}
literature~though	{'166': 1}
processes~literature~though	{'166': 1}
point~processes~literature~though	{'166': 1}
studied	{'166': 1}
univariate~studied	{'166': 1}
literature~univariate~studied	{'166': 1}
processes~literature~univariate~studied	{'166': 1}
hawkes~different	{'166': 2}
univariate~hawkes~different	{'166': 2}
literature~univariate~hawkes~different	{'166': 2}
contexts	{'166': 1}
process~contexts	{'166': 1}
hawkes~process~contexts	{'166': 1}
univariate~hawkes~process~contexts	{'166': 1}
dassios	{'166': 2}
self-exciting~dassios	{'166': 1}
process~self-exciting~dassios	{'166': 1}
hawkes~process~self-exciting~dassios	{'166': 1}
zhao	{'166': 2}
temporal~zhao	{'166': 1}
self-exciting~temporal~zhao	{'166': 1}
process~self-exciting~temporal~zhao	{'166': 1}
process~intensity-based	{'166': 1}
point~process~intensity-based	{'166': 1}
temporal~point~process~intensity-based	{'166': 1}
conditional~process	{'166': 1}
point~conditional~process	{'166': 1}
intensity~temporal	{'166': 1}
conditional~intensity~temporal	{'166': 1}
process~conditional~intensity~temporal	{'166': 1}
function~point	{'166': 1, '243': 1, '271': 1}
intensity~function~point	{'166': 1}
conditional~intensity~function~point	{'166': 1}
background~process	{'166': 1}
function~background~process	{'166': 1}
intensity~function~background~process	{'166': 1}
exponentially-decaying	{'166': 1}
history	{'166': 1, '194': 2}
number~process	{'166': 2}
adapted	{'166': 1, '302': 2}
number~reversion	{'166': 1}
point~time	{'166': 2, '194': 1, '249': 1, '253': 1}
number~point~time	{'166': 2}
decay	{'166': 1, '276': 1}
self-excited	{'166': 1}
number~self-excited	{'166': 1}
jumps	{'166': 1, '299': 1}
point~jumps	{'166': 1}
number~point~jumps	{'166': 1}
viewed	{'166': 3}
processes~viewed	{'166': 1}
point~processes~viewed	{'166': 1}
number~point~processes~viewed	{'166': 1}
number~independent	{'166': 1}
point~one	{'166': 1}
number~point~one	{'166': 1}
number~point~processes~equivalent	{'166': 1}
hawkes~cluster-based	{'166': 1}
processes~hawkes~cluster-based	{'166': 1}
point~processes~hawkes~cluster-based	{'166': 1}
processes~version	{'166': 1}
hawkes~processes~version	{'166': 1}
many~viewed	{'166': 1}
processes~many~viewed	{'166': 1}
hawkes~processes~many~viewed	{'166': 1}
marked	{'166': 1, '214': 1, '220': 2, '221': 2, '224': 2, '231': 1, '247': 1, '248': 1, '249': 1, '252': 1, '253': 1, '257': 1}
number~difference	{'166': 1}
point~cluster-based	{'166': 1}
number~point~cluster-based	{'166': 1}
immigrants	{'166': 3}
number~immigrants	{'166': 3}
point~distributed	{'166': 2}
number~point~distributed	{'166': 2}
inhomogeneous	{'166': 3}
processes~inhomogeneous	{'166': 1}
point~processes~inhomogeneous	{'166': 1}
number~point~processes~inhomogeneous	{'166': 1}
hawkes~poisson	{'166': 1}
processes~hawkes~poisson	{'166': 1}
point~processes~hawkes~poisson	{'166': 1}
hawkes~processes~process	{'166': 2}
many~rate	{'166': 1}
processes~many~rate	{'166': 1}
hawkes~processes~many~rate	{'166': 1}
processes~independent	{'166': 1}
point~processes~independent	{'166': 1}
number~point~processes~independent	{'166': 1}
hawkes~random	{'166': 1}
processes~hawkes~random	{'166': 1}
point~processes~hawkes~random	{'166': 1}
many~distribution	{'166': 1}
processes~many~distribution	{'166': 1}
hawkes~processes~many~distribution	{'166': 1}
immigrant	{'166': 2, '209': 1}
number~single	{'166': 1}
point~cluster	{'166': 1}
number~point~cluster	{'166': 1}
number~random	{'166': 1, '268': 1, '277': 1, '281': 4, '544': 1, '582': 1}
point~set	{'166': 1, '257': 2, '263': 1, '267': 1}
number~point~set	{'166': 1}
subject	{'166': 1, '215': 1, '233': 1, '288': 1, '303': 1, '319': 2}
processes~subject	{'166': 1}
point~processes~subject	{'166': 1}
number~point~processes~subject	{'166': 1}
hawkes~certain	{'166': 1}
processes~hawkes~certain	{'166': 1}
point~processes~hawkes~certain	{'166': 1}
branching	{'166': 1}
processes~branching	{'166': 1}
hawkes~processes~branching	{'166': 1}
structure	{'166': 1, '262': 1, '266': 1, '275': 2}
many~structure	{'166': 1}
processes~many~structure	{'166': 1}
hawkes~processes~many~structure	{'166': 1}
notions~dassios	{'166': 1}
many~notions~dassios	{'166': 1}
processes~many~notions~dassios	{'166': 1}
similar~zhao	{'166': 1}
notions~similar~zhao	{'166': 1}
many~notions~similar~zhao	{'166': 1}
different~satisfies	{'166': 1}
similar~different~satisfies	{'166': 1}
notions~similar~different~satisfies	{'166': 1}
different~property	{'166': 1}
similar~different~property	{'166': 1}
ambiguities	{'166': 1}
point~several	{'166': 1}
number~point~several	{'166': 1}
processes~merhdad	{'166': 1}
point~processes~merhdad	{'166': 1}
number~point~processes~merhdad	{'166': 1}
hawkes~zhu	{'166': 1}
processes~hawkes~zhu	{'166': 1}
point~processes~hawkes~zhu	{'166': 1}
generalized	{'166': 1, '188': 1, '195': 1, '234': 1, '267': 1, '280': 1, '327': 1, '337': 2, '339': 1, '475': 1, '504': 1, '507': 1, '521': 1, '536': 1, '554': 1, '566': 3}
processes~generalized	{'166': 1}
hawkes~processes~generalized	{'166': 1}
notions~univariate	{'166': 2}
many~notions~univariate	{'166': 2}
processes~many~notions~univariate	{'166': 2}
similar~process	{'166': 1}
notions~similar~process	{'166': 1}
many~notions~similar~process	{'166': 1}
different~described	{'166': 1}
similar~different~described	{'166': 1}
notions~similar~different~described	{'166': 1}
different~still	{'166': 1}
similar~different~still	{'166': 1}
formulation~hawkes	{'166': 1}
different~formulation~hawkes	{'166': 1}
multivariate~one	{'166': 1}
univariate~multivariate~one	{'166': 1}
formulation~univariate~multivariate~one	{'166': 1}
point~example	{'166': 1}
multivariate~point~example	{'166': 1}
univariate~multivariate~point~example	{'166': 1}
includes	{'166': 1, '481': 1, '520': 1}
processes~includes	{'166': 1}
point~processes~includes	{'166': 1}
multivariate~point~processes~includes	{'166': 1}
adapting	{'166': 1}
literature~adapting	{'166': 1}
processes~literature~adapting	{'166': 1}
point~processes~literature~adapting	{'166': 1}
univariate~process	{'166': 1}
literature~univariate~process	{'166': 1}
processes~literature~univariate~process	{'166': 1}
process~exciting	{'166': 1}
hawkes~process~exciting	{'166': 1}
univariate~hawkes~process~exciting	{'166': 1}
temporal~collection	{'166': 1}
self-exciting~temporal~collection	{'166': 1}
process~self-exciting~temporal~collection	{'166': 1}
non-explosive	{'166': 1}
number~poisson	{'166': 2, '552': 1}
processes~intensity	{'166': 4}
point~processes~intensity	{'166': 3}
number~point~processes~intensity	{'166': 3}
context	{'166': 1, '274': 2}
number~hawkes	{'166': 2}
processes~excitation	{'166': 1}
point~processes~excitation	{'166': 1}
number~point~processes~excitation	{'166': 1}
generation	{'166': 1, '458': 1}
number~generation	{'166': 1}
offspring	{'166': 1}
point~offspring	{'166': 1}
number~point~offspring	{'166': 1}
hawkes~merhdad	{'166': 1}
processes~hawkes~merhdad	{'166': 1}
point~processes~hawkes~merhdad	{'166': 1}
processes~zhu	{'166': 1}
hawkes~processes~zhu	{'166': 1}
number~model	{'166': 1}
point~reduces	{'166': 1}
number~point~reduces	{'166': 1}
classical	{'166': 1, '245': 1, '302': 3}
processes~classical	{'166': 1}
point~processes~classical	{'166': 1}
number~point~processes~classical	{'166': 1}
hawkes~linear	{'166': 1}
processes~hawkes~linear	{'166': 1}
point~processes~hawkes~linear	{'166': 1}
processes~model	{'166': 1}
hawkes~processes~model	{'166': 1}
vast	{'166': 1}
number~vast	{'166': 1}
usage	{'166': 1, '234': 1, '397': 1, '436': 1}
point~usage	{'166': 1}
number~point~usage	{'166': 1}
processes~term	{'166': 1}
point~processes~term	{'166': 1}
number~point~processes~term	{'166': 1}
processes~hawkes	{'166': 1}
point~processes~hawkes	{'166': 1}
among	{'166': 1, '360': 1, '507': 1, '561': 1}
many~among	{'166': 1}
processes~many~among	{'166': 1}
hawkes~processes~many~among	{'166': 1}
similar~point	{'166': 1}
notions~similar~point	{'166': 1}
many~notions~similar~point	{'166': 1}
different~one	{'166': 1}
similar~different~one	{'166': 1}
room	{'166': 1}
univariate~room	{'166': 1}
formulation~univariate~room	{'166': 1}
different~formulation~univariate~room	{'166': 1}
multivariate~equally	{'166': 1}
univariate~multivariate~equally	{'166': 1}
formulation~univariate~multivariate~equally	{'166': 1}
